 Ver5.0 position,Systematic ID,Gene ,Gene description,Ver5.0 strain (vs M-2030H-U5),Ver5.0 strain (vs M-3030H-U5),Ver5.0 strain (vs M-4030H-U5),ade type,,Plate/well position,,,,,,,,,,,,,
V5-P18-37,SPBC83.16c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-38,SPBC902.05c,idh2,isocitrate dehydrogenase (NAD+) subunit 2,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P18-39,SPBP35G2.02,0,DUF1000 family protein,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-40,SPBP35G2.04c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-41,SPBP4H10.05c,spe2,S-adenosylmethionine decarboxylase proenzyme Spe2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-42,SPCC191.05c,0,nucleoside 2-deoxyribosyltransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-43,SPCC622.15c,0,double-strand break repair protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-44,SPCC663.11,0,ww domain binding protein 11 (wbp11) ortholog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-45,SPCC663.13c,0,N-acetyltransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-46,SPCC70.03c,0,proline dehydrogenase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-47,SPCC736.02,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-48,SPCC965.07c,gst2,glutathione S-transferase Gst2,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P18-49,SPAC13C5.04,0,glutamine amidotransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-50,SPAC13D6.04c,btb3,BTB/POZ domain protein Btb3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-51,SPAC13G7.06,met16,phosphoadenosine phosphosulfate reductase,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P18-52,SPAC13G7.12c,0,choline kinase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-53,SPAC1610.02c,0,mitochondrial ribosomal protein subunit L1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-54,SPAC16A10.03c,0,zinc finger protein Pep5/Vps11,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-55,SPAC16E8.01,0,cytoskeletal protein binding protein Sla1 family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-56,SPAC17C9.14,0,Pex19 protein family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-57,SPAC17C9.15c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-58,SPAC1834.08,mak1,histidine kinase Mak1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-59,SPAC19D5.06c,din1,Dhp1p-interacting protein Din1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-60,SPAC24C9.16c,cox8,cytochrome c oxidase subunit VIII,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-61,SPAC3H1.14,0,"cytoplasmic vesicle protein, Vid24 family",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-62,SPAC3H8.04,0,chromosome segregation protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-63,SPAC4D7.07c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-64,SPAC823.09c,0,L-asparaginase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-65,SPBC1604.03c,0,sequence orphan,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-66,SPBC1711.06,rpl401,60S ribosomal protein L2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-67,SPBC21C3.20c,git1,C2 domain protein Git1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-68,SPBC8D2.11,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-69,SPBC902.03,0,Spo7 homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-70,SPBP35G2.12,0,nucleoside diphosphate-sugar hydrolase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-71,SPCC13B11.03c,0,hydroxyacylglutathione hydrolase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-72,SPCC1442.04c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-73,SPCC1620.13,0,phosphoglycerate mutase family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-74,SPCC1739.07,0,substrate-specific nuclear cofactor for exosome activity,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P18-75,SPCC1840.08c,0,protein disulfide isomerase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-76,SPCC645.12c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-77,SPCC830.08c,0,Golgi membrane protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-78,SPAC17A5.05c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-79,SPAC17C9.10,stm1,G-protein coupled receptor Stm1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-80,SPAC186.03,0,L-asparaginase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-81,SPAC1F12.04c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-82,SPAC22E12.03c,0,THIJ/PFPI family peptidase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-83,SPAC23C11.02c,rps23,40S ribosomal protein S23,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P18-84,SPAC29B12.12,0,helper of TIM (Predicted),ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-85,SPAC3G6.01,hrp3,ATP-dependent DNA helicase Hrp3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-86,SPAC513.04,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-87,SPAC694.04c,0,conserved eukaryotic protein,ver 2.0 to 5.0 New strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-88,SPAC6B12.14c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-89,SPAC6C3.07,mug68,sequence orphan,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P18-90,SPAC890.06,0,nucleoporin Nup157/170,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P18-91,SPAC922.07c,0,aldehyde dehydrogenase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-92,SPBC1604.16c,0,RNA-binding protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-93,SPBC1683.06c,0,uridine ribohydrolase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-94,SPBC18H10.08c,ubp4,ubiquitin C-terminal hydrolase Ubp4,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-95,SPBC2F12.05c,0,sterol binding ankyrin repeat protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P18-96,SPBC30B4.01c,wsc1,transmembrane receptor Wsc1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-01,SPBC31F10.15c,atp15,F0-ATPase epsilon subunit,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-02,SPBC36B7.06c,mug20,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-03,SPBC409.17c,0,DUF1769 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-04,SPBP4H10.17c,0,carboxyl methyl esterase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-05,SPBP8B7.28c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-06,SPCC1020.09,0,"WD repeat protein, human WDR79 family",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-07,SPCC1223.10c,eaf1,RNA polymerase II transcription elongation factor SpEAF,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-08,SPCC126.15c,sec65,signal recognition particle subunit Sec65,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-09,SPCC613.11c,meu23,DUF1773 family protein 2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-10,SPCC622.01c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-11,SPCC63.06,0,human WDR89 family WD repeat protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-12,SPCC63.13,0,DNAJ domain protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-13,SPCC645.07,rgf1,"RhoGEF for Rho1, Rgf1",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-14,SPAC12G12.13c,cid14,poly(A) polymerase Cid14,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-15,SPAC14C4.04,B22918-2,hypothetical protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-16,SPAC186.06,0,human MAWBP homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-17,SPAC25H1.06,0,histone acetyltransferase complex subunit,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-18,SPAC4A8.07c,0,sphingoid long chain base (LCB) kinase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-20,SPAC6G9.01c,0,conserved protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-21,SPAC869.09,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-22,SPAC9.02c,0,N-acetyltransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-23,SPAC926.05c,0,diphthamide biosynthesis protein Dph4,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-24,SPAC959.05c,0,protein disulfide isomerase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-25,SPAP7G5.05,rpl1002,60S ribosomal protein L10,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-26,SPAPB8E5.10,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-27,SPBC115.03,0,gfo/idh/mocA family oxidoreductase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-28,SPBC21C3.06,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-29,SPBC29A3.08,pof4,"elongin-A, F-box protein Pof4",ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-30,SPBC3B8.10c,0,NLI interacting factor family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-31,SPBC409.20c,psh3,ER chaperone SHR3 homologue Psh3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-32,SPBC4F6.10,vps901,guanyl-nucleotide exchange factor Vps901,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-33,SPBC651.04,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-34,SPBC8D2.04,hht2,histone H3 h3.2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-35,SPCC11E10.06c,0,RNA polymerase II elongator complex subunit Elp4,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-36,SPCC1795.10c,0,Sed5 Vesicle Protein Svp26,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-37,SPCC777.09c,arg1,acetylornithine aminotransferase,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-38,SPCC965.09,0,nitrilase,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-39,SPCC965.14c,0,cytosine deaminase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-40,SPAC17A2.07c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-41,SPAC17H9.13c,0,glutamate 5-kinase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-42,SPAC22F3.02,atf31,transcription factor Atf31,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-43,SPAC23A1.16c,0,DUF408 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-44,SPAC31G5.03,rps1101,40S ribosomal protein S11,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-45,SPAC3H5.10,rpl3202,60S ribosomal protein L32,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-46,SPAC4D7.06c,0,siroheme synthase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-47,SPAC4F10.19c,0,zf-HIT protein Hit1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-48,SPAC57A7.09,0,human RNF family homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-49,SPAC869.07c,mel1,alpha-galactosidase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-50,SPAC8C9.09c,mug129,sequence orphan,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-51,SPAPJ698.02c,rps002,40S ribosomal protein S0B,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-52,SPBC11C11.01,0,RNA-binding protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-53,SPBC15D4.05,0,conserved protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-54,SPBC1773.02c,0,thioredoxin peroxidase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-55,SPBC18H10.10c,cwc16,complexed with Cdc5 protein Cwf16,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-56,SPBC18H10.11c,0,conserved fungal protein,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-57,SPBC18H10.18c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-58,SPBC19C7.01,0,Mago binding protein homolog,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-59,SPBC2F12.04,rpl1701,60S ribosomal protein L17,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-60,SPBC30D10.05c,0,sepiapterin reductase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-61,SPBC32F12.12c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-62,SPCC1235.02,bio2,biotin synthase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-63,SPCC18.09c,0,conserved eukaryotic protein,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-64,SPCC285.04,0,transthyretin,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-65,SPCC306.02c,0,Rab GTPase binding,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-66,SPCC550.11,0,karyopherin,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-67,SPAC1399.04c,0,uracil phosphoribosyltransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-68,SPAC1556.05c,0,CGR1 family,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-69,SPAC1687.16c,erg3,C-5 sterol desaturase Erg3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-70,SPAC17A5.16,0,human down-regulated in multiple cancers-1 homolog 3,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-71,SPAC17G8.13c,mst2,histone acetyltransferase Mst2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-72,SPAC1952.17c,0,GTPase activating protein,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-73,SPAC1F7.13c,rpl801,60S ribosomal protein L8,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-74,SPAC23C11.15,pst2,Clr6 histone deacetylase complex subunit Pst2,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-75,SPAC29A4.19c,0,P-type ATPase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-76,SPAC3G9.01,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-77,SPAC688.12c,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-78,SPAC9E9.14,vps24,vacuolar sorting protein Vps24,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-79,SPAPB8E5.04c,0,phosphatidylglycerol/phosphatidylinositol transfer protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-80,SPBC1347.11,sro1,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-81,SPBC146.11c,mug97,meiotically upregulated gene Mug97,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P19-82,SPBC19G7.03c,rps3002,40S ribosomal protein S30,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-83,SPBC21C3.17c,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-84,SPBC21H7.07c,his5,imidazoleglycerol phosphate dehydratase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-85,SPBC25H2.11c,0,bromodomain protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-86,SPBC543.08,0,phosphoinositide biosynthesis protein,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-87,SPAC22F3.10c,gcs1,glutamate-cysteine ligase Gcs1,ver 2.0 to 5.0 New strain,ver 3.0 to 5.0 New strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-88,SPCC1322.07c,mug150,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-89,SPCC1393.05,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-90,SPCC297.06c,0,mitochondrial ribosomal protein subunit 8,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-91,SPAC11H11.05c,fta6,Sim4 and Mal2 associated (4 and 2 associated) protein 6,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-92,SPAC1687.07,0,conserved fungal protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-93,SPAC212.02,0,sequence orphan,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-94,SPAC23C11.13c,hpt1,xanthine phosphoribosyltransferase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-95,SPAC31G5.15,0,phosphatidylserine decarboxylase,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P19-96,SPAP8A3.02c,0,2 OG-Fe(II) oxygenase superfamily,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P20-01,SPBC20F10.05,0,DuF1740 family protein,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
V5-P20-02,SPBC29A10.16c,0,cytochrome b5,ver 2.0 to 5.0 upgraded strain,ver 3.0 to 5.0 upgraded strain,ver 4.0 to 5.0 upgraded strain,ade 216,,,,,,,,,,,,,,,
V5-P20-03,SPBC2G2.03c,sbh1,translocon beta subunit Sbh1,ver 2.0 strain,ver 3.0 strain,ver 4.0 strain,ade 216,,,,,,,,,,,,,,,
